review,rating,date,bank,source,review_clean,vader_compound,sentiment_vader,sent_label,sent_score,text,theme_primary
very useful to use it from any where in the world !,5,2025-08-07,CBE,google_play,very useful to use it from any where in the world !,0.54,positive,positive,0.996921956539154,very useful to use it from any where in the world !,other
it very good but why block the screen shoot,5,2025-08-07,CBE,google_play,it very good but why block the screen shoot,-0.7053,negative,negative,0.9954419136047364,it very good but why block the screen shoot,other
"the most disgusting app,",1,2025-08-07,CBE,google_play,"the most disgusting app,",-0.5709,negative,negative,0.9976406097412108,"the most disgusting app,",other
ብዙ የሚቀሩ ነገሮ አሉ ለምሳሌ አንድ ሰው ወደ ቴሌ ብር ሲልክ ግዴታ አካካውንት የከፈተበት ስልክ መሆን አይጠበቅበትም እና ሲስተሙ የበለጠ አዘምኑት ሰው ባንክ ሲመጣ የፈጠነ ማስተናገድ ወደ ቅርንጫፍ ሲመጣ እዛም አካውንት እዚም አካውንት መከፈት የለበትም እንዲ ሲሆን ደንበኛ ይሸሻል ሌላው ደሞ የሰራተኞቹን ልብስ ቀይሩት እውነት ለመናገር ቀቤር አስፈፃሚ ነው ሚመስሉት የቀረውን እናንተ መርምራቹ አስተካክሉት አመሰግናለሁ,3,2025-08-07,CBE,google_play,ብዙ የሚቀሩ ነገሮ አሉ ለምሳሌ አንድ ሰው ወደ ቴሌ ብር ሲልክ ግዴታ አካካውንት የከፈተበት ስልክ መሆን አይጠበቅበትም እና ሲስተሙ የበለጠ አዘምኑት ሰው ባንክ ሲመጣ የፈጠነ ማስተናገድ ወደ ቅርንጫፍ ሲመጣ እዛም አካውንት እዚም አካውንት መከፈት የለበትም እንዲ ሲሆን ደንበኛ ይሸሻል ሌላው ደሞ የሰራተኞቹን ልብስ ቀይሩት እውነት ለመናገር ቀቤር አስፈፃሚ ነው ሚመስሉት የቀረውን እናንተ መርምራቹ አስተካክሉት አመሰግናለሁ,0.0,neutral,negative,0.964240312576294,ብዙ የሚቀሩ ነገሮ አሉ ለምሳሌ አንድ ሰው ወደ ቴሌ ብር ሲልክ ግዴታ አካካውንት የከፈተበት ስልክ መሆን አይጠበቅበትም እና ሲስተሙ የበለጠ አዘምኑት ሰው ባንክ ሲመጣ የፈጠነ ማስተናገድ ወደ ቅርንጫፍ ሲመጣ እዛም አካውንት እዚም አካውንት መከፈት የለበትም እንዲ ሲሆን ደንበኛ ይሸሻል ሌላው ደሞ የሰራተኞቹን ልብስ ቀይሩት እውነት ለመናገር ቀቤር አስፈፃሚ ነው ሚመስሉት የቀረውን እናንተ መርምራቹ አስተካክሉት አመሰግናለሁ,other
"unexpected anomalies, unreliable as fintec app",2,2025-08-05,CBE,google_play,"unexpected anomalies, unreliable as fintec app",0.0,neutral,negative,0.9917572140693665,"unexpected anomalies, unreliable as fintec app",other
best one,5,2025-08-05,CBE,google_play,best one,0.6369,positive,positive,0.999826967716217,best one,other
awesome,5,2025-08-05,CBE,google_play,awesome,0.6249,positive,positive,0.9998682737350464,awesome,other
so good,5,2025-08-04,CBE,google_play,so good,0.4927,positive,positive,0.999841570854187,so good,other
worst experience,1,2025-08-04,CBE,google_play,worst experience,-0.6249,negative,negative,0.9998027682304382,worst experience,other
The 1st one is CBE,5,2025-08-04,CBE,google_play,the 1st one is cbe,0.0,neutral,positive,0.9928787350654602,the 1st one is cbe,other
"this is the worst app that could exist on the planet, omg it literally crashes every month",1,2025-08-04,CBE,google_play,"this is the worst app that could exist on the planet, omg it literally crashes every month",-0.6249,negative,negative,0.9998061060905457,"this is the worst app that could exist on the planet, omg it literally crashes every month",crash_bug
CBE,5,2025-08-04,CBE,google_play,cbe,0.0,neutral,positive,0.9966009855270386,cbe,other
Nise,5,2025-08-04,CBE,google_play,nise,0.0,neutral,negative,0.7907949686050415,nise,other
commercial Bank 🏦,5,2025-08-04,CBE,google_play,commercial bank 🏦,0.0,neutral,negative,0.7420864701271057,commercial bank 🏦,other
goood werk,5,2025-08-03,CBE,google_play,goood werk,0.0,neutral,negative,0.9963845014572144,goood werk,other
ብዙ ጊዜ ያስቸግራል አይሰራም error now milew,5,2025-08-03,CBE,google_play,ብዙ ጊዜ ያስቸግራል አይሰራም error now milew,-0.4019,negative,negative,0.9971191883087158,ብዙ ጊዜ ያስቸግራል አይሰራም error now milew,crash_bug
the best application for ours,5,2025-08-03,CBE,google_play,the best application for ours,0.6369,positive,positive,0.9998237490653992,the best application for ours,other
our ehiopian bank who teaches us who lends who beulds big infrastractures for any ehiopian countries rigions local areas basic needs for socity that trends to suport echother social participation promots in society welbing coopratives development builds and suports for each private and governmental institutions give advise market analicies so on for targets to develope country to become world class economic leadership capitalist country and to atract big stakeholders in the woreld.,5,2025-08-03,CBE,google_play,our ehiopian bank who teaches us who lends who beulds big infrastractures for any ehiopian countries rigions local areas basic needs for socity that trends to suport echother social participation promots in society welbing coopratives development builds and suports for each private and governmental institutions give advise market analicies so on for targets to develope country to become world class economic leadership capitalist country and to atract big stakeholders in the woreld.,0.0,neutral,negative,0.9643597602844238,our ehiopian bank who teaches us who lends who beulds big infrastractures for any ehiopian countries rigions local areas basic needs for socity that trends to suport echother social participation promots in society welbing coopratives development builds and suports for each private and governmental institutions give advise market analicies so on for targets to develope country to become world class economic leadership capitalist country and to atract big stakeholders in the woreld.,ui_ux
screenshot problem must be fixed!!,4,2025-08-02,CBE,google_play,screenshot problem must be fixed!!,-0.508,negative,negative,0.999237895011902,screenshot problem must be fixed!!,other
it's very nice app,5,2025-08-02,CBE,google_play,it's very nice app,0.4754,positive,positive,0.9998631477355956,it's very nice app,other
best and fast,5,2025-08-02,CBE,google_play,best and fast,0.6369,positive,positive,0.9998563528060912,best and fast,other
The best one ever i've seen.,5,2025-08-01,CBE,google_play,the best one ever i've seen.,0.6369,positive,positive,0.9998631477355956,the best one ever i've seen.,other
በጣም ጥሩ,5,2025-08-01,CBE,google_play,በጣም ጥሩ,0.0,neutral,negative,0.7850590348243713,በጣም ጥሩ,other
The sum is good.,5,2025-08-01,CBE,google_play,the sum is good.,0.4404,positive,positive,0.9998589754104614,the sum is good.,other
it is good,5,2025-07-30,CBE,google_play,it is good,0.4404,positive,positive,0.9998494386672974,it is good,other
they been freezing a transfered money till the time they chose chose it to be delivered bruh,1,2025-07-30,CBE,google_play,they been freezing a transfered money till the time they chose chose it to be delivered bruh,-0.1027,negative,negative,0.9982882142066956,they been freezing a transfered money till the time they chose chose it to be delivered bruh,transactions
how updated this app,5,2025-07-30,CBE,google_play,how updated this app,0.0,neutral,positive,0.908365786075592,how updated this app,other
yase,5,2025-07-30,CBE,google_play,yase,0.0,neutral,positive,0.9850412011146544,yase,other
"ok ,",5,2025-07-29,CBE,google_play,"ok ,",0.296,positive,positive,0.9997431635856628,"ok ,",other
Time is Gold,5,2025-07-28,CBE,google_play,time is gold,0.0,neutral,positive,0.9994885921478271,time is gold,other
this app is so amazing a use it every time when I make payments,5,2025-07-27,CBE,google_play,this app is so amazing a use it every time when i make payments,0.7065,positive,positive,0.9997534155845642,this app is so amazing a use it every time when i make payments,transactions
Mobeli.bank,5,2025-07-27,CBE,google_play,mobeli.bank,0.0,neutral,negative,0.9778519868850708,mobeli.bank,other
thanks CBE,5,2025-07-25,CBE,google_play,thanks cbe,0.4404,positive,positive,0.999742329120636,thanks cbe,other
